idx,g_1,g_2,y,c_1,p_c_1,c_2,p_c_2,p,pb
7833,4,7,11,4,0.9985237717628479,7,0.5897602438926697,11,0.5890026092529297
7834,0,4,4,0,0.9998708963394165,4,0.9999984502792358,4,0.9998693466186523
7835,6,8,14,6,0.9998821020126343,8,0.9581839442253113,14,0.9580709934234619
7836,1,8,9,1,0.9999560117721558,8,0.9552385807037354,9,0.9551965594291687
7837,0,2,2,0,0.9999895095825195,2,0.9890230894088745,2,0.9890127182006836
7838,6,4,10,6,0.7238574028015137,4,0.9999986886978149,10,0.7238564491271973
7839,8,1,9,8,0.9745725393295288,1,0.9999675750732422,9,0.9745409488677979
7840,3,9,12,3,0.9999704360961914,9,0.998305082321167,12,0.9982755780220032
7841,9,4,13,9,0.5688363313674927,4,0.9999732971191406,13,0.5688211917877197
7842,6,7,13,6,0.9999948740005493,7,0.9996145963668823,13,0.9996094703674316
7843,1,2,3,1,0.9999655485153198,2,0.999319314956665,3,0.9992848634719849
7844,6,2,8,6,0.9979144930839539,2,0.999570906162262,8,0.9974862933158875
7845,7,8,15,7,0.9991901516914368,8,0.9932994842529297,15,0.992495059967041
7846,1,4,5,1,0.999953031539917,4,0.9996883869171143,5,0.9996414184570312
7847,0,6,6,0,0.9999953508377075,6,0.9999998807907104,6,0.999995231628418
7848,2,4,6,2,0.5265233516693115,4,0.9601007699966431,6,0.5055180788040161
7849,0,5,5,0,0.9999551773071289,5,0.9988503456115723,5,0.998805582523346
7850,6,8,14,6,0.9999136924743652,8,0.9633825421333313,14,0.9632993936538696
7851,5,5,10,5,0.9995317459106445,5,0.9984899759292603,10,0.9980224370956421
7853,4,8,12,4,0.9999649524688721,8,0.9059559106826782,12,0.9059242010116577
7854,4,6,10,4,0.9992067217826843,6,0.9999188184738159,10,0.999125599861145
7855,7,9,16,7,0.9998527765274048,9,0.9880926012992859,16,0.9879471063613892
7856,1,1,2,1,0.9999935626983643,1,0.9992955923080444,2,0.9992891550064087
7857,1,0,1,1,0.9999581575393677,0,0.9999963045120239,1,0.9999544620513916
7858,8,4,12,8,0.9995253086090088,4,0.9999904632568359,12,0.9995157718658447
7859,0,9,9,0,0.9990652203559875,9,0.9999699592590332,9,0.9990351796150208
7860,8,8,16,8,0.7876678705215454,8,0.8005396723747253,16,0.6307643055915833
7862,0,2,2,0,0.9998067021369934,2,0.9992669224739075,2,0.9990737438201904
7864,0,6,6,0,0.9988303780555725,6,0.9992282390594482,6,0.9980595111846924
7865,1,0,1,1,0.9999969005584717,0,0.9973263740539551,1,0.9973232746124268
7866,5,7,12,5,0.9999597072601318,7,0.9999908208847046,12,0.9999505281448364
7867,4,3,7,4,0.997579038143158,3,0.995917022228241,7,0.9935059547424316
7868,1,9,10,1,0.99980229139328,9,0.9979649782180786,10,0.9977676868438721
7869,6,7,13,6,0.9989868998527527,7,0.9989326596260071,13,0.9979206323623657
7870,4,0,4,4,0.8856391310691833,0,0.9999160766601562,4,0.8855648040771484
7872,9,5,14,9,0.9901014566421509,5,1.0,14,0.9901014566421509
7873,9,4,13,9,0.994171679019928,4,0.9999948740005493,13,0.9941666126251221
7874,7,9,16,7,0.9999996423721313,9,0.8208814263343811,16,0.8208811283111572
7875,0,5,5,0,0.9999727010726929,5,0.9999994039535522,5,0.9999721050262451
7876,1,1,2,1,0.9992868304252625,1,0.9999375343322754,2,0.9992244243621826
7877,0,8,8,0,0.9999309778213501,8,0.9999774694442749,8,0.999908447265625
7878,2,6,8,2,0.9920761585235596,6,0.9998952150344849,8,0.9919722080230713
7879,3,0,3,3,0.9998210072517395,0,0.9998478889465332,3,0.9996688961982727
7880,4,2,6,4,0.9999943971633911,2,0.9999459981918335,6,0.9999403953552246
7881,5,1,6,5,0.9993984699249268,1,0.9999889135360718,6,0.9993873834609985
7882,3,2,5,3,0.999950647354126,2,0.994316041469574,5,0.9942669868469238
7883,3,0,3,3,0.9984666109085083,0,0.989971399307251,3,0.9884533882141113
7884,8,9,17,8,0.9996298551559448,9,0.9994980096817017,17,0.9991280436515808
7885,1,2,3,1,0.9998900890350342,2,0.995846688747406,3,0.9957372546195984
7886,4,0,4,4,0.9999752044677734,0,0.999975323677063,4,0.9999505281448364
7887,1,7,8,1,0.9999897480010986,7,0.9999998807907104,8,0.9999896287918091
7888,9,4,13,9,0.6180595755577087,4,0.9453206062316895,13,0.5843631029129028
7889,2,6,8,2,0.9997169375419617,6,0.6681283712387085,8,0.6679617762565613
7890,9,2,11,9,0.9595955610275269,2,0.9660627841949463,11,0.9270306825637817
7891,6,7,13,6,0.9977326393127441,7,1.0,13,0.9977326393127441
7893,0,1,1,0,0.9997504353523254,1,0.999790608882904,1,0.9995411038398743
7894,3,8,11,3,0.9999545812606812,8,0.9999032020568848,11,0.9998577833175659
7895,7,8,15,7,0.9999862909317017,8,0.9995025396347046,15,0.9994888305664062
7896,5,7,12,5,0.9868828654289246,7,0.9985766410827637,12,0.9854781627655029
7897,7,5,12,7,0.9998633861541748,5,0.9991992115974426,12,0.999062716960907
7898,7,5,12,7,0.9993240833282471,5,0.967797577381134,12,0.9671434760093689
7900,2,1,3,2,0.9970782995223999,1,0.9971101880073547,3,0.9941969513893127
7901,7,8,15,7,0.9999825954437256,8,0.9981017708778381,15,0.9980844259262085
7902,1,6,7,1,0.9998362064361572,6,0.9972981810569763,7,0.997134804725647
7903,1,5,6,1,0.9998903274536133,5,0.9999794960021973,6,0.9998698234558105
7904,1,9,10,1,0.9999923706054688,9,0.965969979763031,10,0.9659625887870789
7905,7,6,13,7,0.9946286082267761,6,0.9999456405639648,13,0.9945745468139648
7906,7,9,16,7,0.9999997615814209,9,0.9905513525009155,16,0.9905511140823364
7907,6,3,9,6,1.0,3,0.9426766633987427,9,0.9426766633987427
7908,1,7,8,1,0.9999336004257202,7,0.9637587070465088,8,0.9636947512626648
7909,4,3,7,4,0.9999961853027344,3,0.9981752634048462,7,0.9981714487075806
7910,0,3,3,0,0.998384952545166,3,0.997920572757721,3,0.9963088631629944
7911,1,7,8,1,0.9996457099914551,7,0.9924539923667908,8,0.9921023845672607
7912,4,1,5,4,0.9999841451644897,1,0.9999788999557495,5,0.9999630451202393
7913,6,5,11,6,0.9997300505638123,5,0.9545179009437561,11,0.9542602896690369
7914,7,7,14,7,0.9999995231628418,7,0.9865250587463379,14,0.9865245819091797
7915,0,7,7,0,0.9999997615814209,7,0.9999827146530151,7,0.999982476234436
7916,7,4,11,7,0.9993857145309448,4,0.9969610571861267,11,0.9963486194610596
7917,7,1,8,7,0.9948347806930542,1,0.9981643557548523,8,0.9930086135864258
7918,8,4,12,8,0.9998621940612793,4,0.9999880790710449,12,0.9998502731323242
7919,0,9,9,0,0.9999377727508545,9,0.9746127724647522,9,0.9745521545410156
7920,7,5,12,7,0.9999977350234985,5,0.9992129802703857,12,0.9992107152938843
7921,6,6,12,6,0.999998927116394,6,0.9999920129776001,12,0.9999909400939941
7922,6,2,8,6,0.9999995231628418,2,0.9994807839393616,8,0.9994803071022034
7923,2,1,3,2,0.9997891783714294,1,0.9999827146530151,3,0.9997718930244446
7924,6,4,10,6,0.9999599456787109,4,0.9976407289505005,10,0.997600793838501
7925,7,0,7,7,0.9999127388000488,0,0.9999465942382812,7,0.9998593330383301
7926,2,9,11,2,0.5424785017967224,9,0.9995623230934143,11,0.5422499179840088
7927,2,5,7,2,0.9288526177406311,5,0.9925938248634338,7,0.9219734072685242
7928,3,5,8,3,0.9912629127502441,5,0.9624966979026794,8,0.9540926218032837
7929,3,0,3,3,0.9611992835998535,0,0.9991556406021118,3,0.9603877067565918
7930,8,4,12,8,0.9561837911605835,4,0.9769993424415588,12,0.9342012405395508
7931,4,2,6,4,0.9998656511306763,2,0.9998698234558105,6,0.9997354745864868
7932,5,9,14,5,0.99998939037323,9,0.77028489112854,14,0.7702767252922058
7933,1,1,2,1,0.9997110962867737,1,0.9999545812606812,2,0.9996656775474548
7934,8,6,14,8,0.9954081177711487,6,0.9999768733978271,14,0.9953851103782654
7935,3,8,11,3,0.9769307374954224,8,0.9817183017730713,11,0.9590719938278198
7936,9,6,15,9,0.9938107132911682,6,0.9999597072601318,15,0.9937706589698792
7937,9,6,15,9,0.9996035695075989,6,0.9996371269226074,15,0.9992408156394958
7938,4,9,13,4,0.9999971389770508,9,0.9991846680641174,13,0.9991818070411682
7940,2,1,3,2,0.9486379623413086,1,0.999984622001648,3,0.9486233592033386
7941,5,6,11,5,0.9999321699142456,6,0.9999691247940063,11,0.999901294708252
7942,9,8,17,9,0.9049658179283142,8,0.9991196990013123,17,0.9041692018508911
7943,6,9,15,6,0.9999855756759644,9,0.9924083948135376,15,0.9923940896987915
7944,9,9,18,9,0.828501284122467,9,0.9997900128364563,18,0.8283272981643677
7945,3,9,12,3,0.9495480060577393,9,0.8784127235412598,12,0.8344500660896301
7946,2,5,7,2,0.7487281560897827,5,0.9991707801818848,7,0.7481074929237366
7947,0,8,8,0,0.9995679259300232,8,0.628695547580719,8,0.6284715533256531
7948,1,7,8,1,0.9999833106994629,7,0.9999637603759766,8,0.9999470710754395
7949,7,7,14,7,0.9999855756759644,7,0.999997615814209,14,0.9999831914901733
7950,4,3,7,4,0.9998378753662109,3,0.9999901056289673,7,0.9998279809951782
7951,8,4,12,8,0.9988598823547363,4,0.9993784427642822,12,0.9982390403747559
7953,4,9,13,4,0.9999442100524902,9,0.7529561519622803,13,0.7529146075248718
7954,8,9,17,8,0.9962691068649292,9,0.9993500113487244,17,0.9956215620040894
7955,1,4,5,1,0.9998905658721924,4,0.9999685287475586,5,0.999859094619751
7956,5,4,9,5,0.9999980926513672,4,0.999990701675415,9,0.9999887943267822
7957,4,2,6,4,0.9998140931129456,2,0.9998667240142822,6,0.9996808171272278
7958,2,9,11,2,0.9998290538787842,9,0.9937143921852112,11,0.9935445189476013
7959,3,9,12,3,0.5236550569534302,9,0.8829323053359985,12,0.46238625049591064
7961,9,4,13,9,0.9636558890342712,4,0.9999892711639404,13,0.9636455774307251
7962,6,5,11,6,0.9658280611038208,5,0.9745882153511047,11,0.9412846565246582
7963,1,5,6,1,0.9971486926078796,5,0.9428054690361023,6,0.9401172995567322
7964,1,5,6,1,0.9968915581703186,5,0.9999288320541382,6,0.9968206286430359
7965,4,0,4,4,0.9999996423721313,0,0.9999864101409912,4,0.9999860525131226
7967,3,4,7,3,0.9878177046775818,4,0.999806821346283,7,0.987626850605011
7968,9,5,14,9,0.9962683320045471,5,0.9987413287162781,14,0.9950143694877625
7969,0,3,3,0,0.7000438570976257,3,0.9999068975448608,3,0.6999788284301758
7970,6,2,8,6,0.9999943971633911,2,0.9920169115066528,8,0.9920113682746887
7972,1,2,3,1,0.9996097683906555,2,0.9995918869972229,3,0.9992018342018127
7973,3,3,6,3,0.9932337403297424,3,0.9916014075279236,6,0.9848920106887817
7974,1,2,3,1,0.9997753500938416,2,0.5268765091896057,3,0.5267595052719116
7975,8,0,8,8,0.6089237332344055,0,0.9800931215286255,8,0.5968109965324402
7976,0,6,6,0,0.9996857643127441,6,0.9998201727867126,6,0.9995059967041016
7977,2,4,6,2,0.9999483823776245,4,0.9999954700469971,6,0.9999438524246216
7978,5,3,8,5,0.9865328073501587,3,0.9988973140716553,8,0.985444962978363
7979,7,4,11,7,0.9999872446060181,4,0.999962568283081,11,0.9999498128890991
7980,5,4,9,5,0.998480498790741,4,0.905036211013794,9,0.9036651849746704
7981,4,6,10,4,0.9996353387832642,6,0.9997110962867737,10,0.9993465542793274
7982,7,1,8,7,0.9999984502792358,1,0.9999446868896484,8,0.9999431371688843
7983,4,3,7,4,0.9990419745445251,3,0.9840826392173767,7,0.9831398725509644
7984,6,1,7,6,0.999958872795105,1,0.9999023675918579,7,0.9998612403869629
7985,9,8,17,9,0.9999673366546631,8,0.9954224228858948,17,0.9953899383544922
7986,5,6,11,5,0.9997780919075012,6,0.9999821186065674,11,0.9997602105140686
7987,7,0,7,7,0.9997474551200867,0,0.9997734427452087,7,0.9995209574699402
7988,1,2,3,1,0.9987919926643372,2,0.9998356103897095,3,0.998627781867981
7989,0,0,0,0,0.9817193150520325,0,0.9996792078018188,0,0.9814043641090393
7990,1,4,5,1,0.9996262788772583,4,0.9997343420982361,5,0.9993607401847839
7991,7,4,11,7,0.9999994039535522,4,0.9999638795852661,11,0.9999632835388184
7992,5,6,11,5,0.9982136487960815,6,0.9944632649421692,11,0.9926868081092834
7993,4,3,7,4,0.9992870688438416,3,0.9986304044723511,7,0.997918426990509
7994,6,2,8,6,0.9905155897140503,2,0.9114698767662048,8,0.902828574180603
7995,1,4,5,1,0.9614877104759216,4,0.9991536140441895,5,0.9606739282608032
7996,8,9,17,8,0.9989474415779114,9,0.9999881982803345,17,0.9989356398582458
7997,7,7,14,7,0.8171340227127075,7,0.999850869178772,14,0.8170121908187866
7998,5,1,6,5,0.9999479055404663,1,0.9998594522476196,6,0.9998073577880859
7999,7,3,10,7,0.9999949932098389,3,0.906589150428772,10,0.906584620475769
8000,1,0,1,1,0.9998735189437866,0,0.9997604489326477,1,0.9996340274810791
8001,2,9,11,2,0.9999527931213379,9,0.9663516879081726,11,0.9663060903549194
8002,9,4,13,9,0.5409861207008362,4,0.9994227886199951,13,0.5407341122627258
8003,9,2,11,9,0.9976119995117188,2,0.9993857145309448,11,0.996999204158783
8004,1,8,9,1,0.9997825026512146,8,0.99672532081604,9,0.9965085387229919
8005,4,9,13,4,0.9999575614929199,9,0.9999912977218628,13,0.9999488592147827
8006,5,9,14,5,0.9894996285438538,9,0.9999122619628906,14,0.9894128441810608
8007,5,8,13,5,0.9323020577430725,8,0.9981498718261719,13,0.9305771589279175
8008,9,0,9,9,0.956598699092865,0,0.38519832491874695,9,0.36868560314178467
8009,3,4,7,3,0.9998816251754761,4,0.9995599389076233,7,0.9994416236877441
8010,4,1,5,4,0.9980904459953308,1,0.9999815225601196,5,0.9980720281600952
8011,4,4,8,4,0.9962412118911743,4,0.9998842477798462,8,0.9961258769035339
8012,9,8,17,9,0.9846225380897522,8,0.9998212456703186,17,0.9844465255737305
8013,4,6,10,4,0.9999806880950928,6,0.8457062840461731,10,0.8456899523735046
8014,9,8,17,9,0.9996002316474915,8,0.9943146109580994,17,0.9939171075820923
8015,8,0,8,8,0.9923052191734314,0,0.9981142282485962,8,0.9904339909553528
8016,0,8,8,0,0.9991077780723572,8,0.9915651082992554,8,0.9906803965568542
8017,3,8,11,3,0.9991152882575989,8,0.9998026490211487,11,0.9989181160926819
8018,3,5,8,3,0.9998136162757874,5,0.9820227026939392,8,0.9818397164344788
8019,7,7,14,7,0.999858021736145,7,0.9997517466545105,14,0.9996098279953003
8020,5,0,5,5,0.9947920441627502,0,0.9995222091674805,5,0.9943167567253113
8021,0,7,7,0,0.9982597231864929,7,0.9990217685699463,7,0.9972832202911377
8022,3,9,12,3,0.998611569404602,9,0.9773050546646118,12,0.9759482145309448
8023,6,4,10,6,0.9999969005584717,4,0.9985539317131042,10,0.9985508322715759
8024,1,3,4,1,0.9989385008811951,3,0.999846339225769,4,0.9987850189208984
8026,5,4,9,5,0.9999662637710571,4,0.9725977778434753,9,0.9725649952888489
8027,3,3,6,3,0.9999521970748901,3,0.9999983310699463,6,0.9999505281448364
8028,1,1,2,1,0.9999747276306152,1,0.9993290901184082,2,0.9993038177490234
8029,8,6,14,8,0.9998786449432373,6,0.9998441934585571,14,0.9997228384017944
8030,0,2,2,0,0.999883770942688,2,0.9980338215827942,2,0.9979178309440613
8033,7,4,11,7,0.9999949932098389,4,0.9998564720153809,11,0.9998514652252197
8034,0,2,2,0,0.9950817823410034,2,0.7494984865188599,2,0.7458124160766602
8035,2,0,2,2,0.9935048818588257,0,0.9246564507484436,2,0.9186508059501648
8036,8,0,8,8,0.9978522062301636,0,0.9978742599487305,8,0.9957310557365417
8037,1,1,2,1,0.9995632767677307,1,0.9999344348907471,2,0.9994977116584778
8038,5,0,5,5,0.9997997879981995,0,0.9999983310699463,5,0.9997981190681458
8040,6,1,7,6,0.9995573163032532,1,0.9989117383956909,7,0.9984695315361023
8041,6,1,7,6,0.9293386340141296,1,0.999764621257782,7,0.9291206002235413
8042,1,6,7,1,0.9999426603317261,6,0.9712727665901184,7,0.9712170958518982
8043,3,0,3,3,0.9999874830245972,0,0.9970951080322266,3,0.9970826506614685
8044,8,7,15,8,0.9999796152114868,7,0.9999806880950928,15,0.9999603033065796
8045,2,8,10,2,0.8942638635635376,8,0.9795263409614563,10,0.8759550452232361
8046,0,6,6,0,0.9999698400497437,6,0.9999958276748657,6,0.9999656677246094
8047,8,2,10,8,0.9998974800109863,2,0.9986683130264282,10,0.9985659122467041
8048,0,8,8,0,0.9999889135360718,8,0.994561493396759,8,0.9945504665374756
8049,7,9,16,7,0.9897112846374512,9,0.9967232346534729,16,0.9864685535430908
8051,7,0,7,7,0.9956201910972595,0,0.6776321530342102,7,0.6746663451194763
8052,2,7,9,2,0.9919363260269165,7,0.9999407529830933,9,0.991877555847168
8053,5,6,11,5,0.97569340467453,6,0.9999971389770508,11,0.9756906032562256
8054,9,3,12,9,0.9991884827613831,3,0.9997726082801819,12,0.9989612698554993
8055,4,4,8,4,0.9993302822113037,4,0.910489559173584,8,0.9098798036575317
8056,7,1,8,7,0.9990836381912231,1,0.999940037727356,8,0.9990237355232239
8057,6,1,7,6,0.9998928308486938,1,0.9956023693084717,7,0.9954956769943237
8058,6,9,15,6,0.8669159412384033,9,0.9998008608818054,15,0.8667433261871338
8059,3,9,12,3,0.978436291217804,9,0.8487156629562378,12,0.8305773138999939
8060,1,8,9,1,0.9999792575836182,8,0.999395489692688,9,0.9993747472763062
8061,5,2,7,5,0.9720855355262756,2,0.9645586013793945,7,0.9376444816589355
8062,2,0,2,2,0.9998942613601685,0,0.9696827530860901,2,0.9695802330970764
8063,0,9,9,0,0.9830765724182129,9,0.999971866607666,9,0.9830489158630371
8065,3,3,6,3,0.9999691247940063,3,0.999964714050293,6,0.9999338388442993
8066,7,3,10,7,0.8679869771003723,3,0.9998736381530762,10,0.8678773641586304
8067,0,5,5,0,0.993000864982605,5,0.9999648332595825,5,0.9929659366607666
8068,6,7,13,6,0.9985538125038147,7,0.9999948740005493,13,0.998548686504364
8069,3,7,10,3,0.9999814033508301,7,0.999992847442627,10,0.999974250793457
8070,4,0,4,4,0.9950407147407532,0,0.9989131689071655,4,0.9939592480659485
8071,9,8,17,9,0.9990329742431641,8,0.9999873638153076,17,0.9990203380584717
8072,8,4,12,8,0.9995269775390625,4,0.9909303784370422,12,0.9904616475105286
8073,4,4,8,4,0.9999959468841553,4,0.9996844530105591,8,0.9996803998947144
8074,0,7,7,0,0.999922513961792,7,0.7064425349235535,7,0.7063878178596497
8075,3,7,10,3,0.997271716594696,7,0.9999887943267822,10,0.997260570526123
8076,9,7,16,9,0.9987860321998596,7,0.9999632835388184,16,0.9987493753433228
8077,9,5,14,9,0.9912819862365723,5,0.9989213943481445,14,0.9902127981185913
8078,6,5,11,6,0.9999759197235107,5,0.8308426141738892,11,0.8308227062225342
8079,2,3,5,2,0.999271810054779,3,0.9999217987060547,5,0.9991936683654785
8080,9,9,18,9,0.9997908473014832,9,0.9996955394744873,18,0.9994864463806152
8081,6,4,10,6,0.9999688863754272,4,0.9200349450111389,10,0.9200063347816467
8083,5,7,12,5,0.9236308932304382,7,0.911693811416626,12,0.8422614336013794
8085,7,6,13,7,0.9999927282333374,6,0.9870465993881226,13,0.9870394468307495
8086,2,9,11,2,0.9996774196624756,9,0.995487630367279,11,0.9951664805412292
8087,3,7,10,3,0.9999163150787354,7,0.9999769926071167,10,0.999893307685852
8088,1,5,6,1,0.9999725818634033,5,0.9956209063529968,6,0.9955936074256897
8090,6,9,15,6,0.9999476671218872,9,0.9915400147438049,15,0.9914880990982056
8091,2,3,5,2,0.9986521601676941,3,0.9983384609222412,5,0.9969928860664368
8092,8,5,13,8,0.9812213778495789,5,0.9970627427101135,13,0.9783393144607544
8093,1,8,9,1,0.9999892711639404,8,0.9998045563697815,9,0.9997938275337219
8094,5,2,7,5,0.7313424944877625,2,0.9371917247772217,7,0.6854184865951538
8095,7,8,15,7,0.9786137938499451,8,0.9990789890289307,15,0.9777124524116516
8096,9,3,12,9,0.9991453886032104,3,0.9999889135360718,12,0.9991343021392822
8097,9,7,16,9,0.976783037185669,7,0.9993253946304321,16,0.976124107837677
8098,2,3,5,2,0.9999886751174927,3,0.9999946355819702,5,0.9999833106994629
8099,1,2,3,1,0.9998624324798584,2,0.9592624306678772,3,0.9591304659843445
8100,1,1,2,1,0.9991833567619324,1,0.9991814494132996,2,0.9983654618263245
8102,2,6,8,2,0.9998000264167786,6,0.8189205527305603,8,0.8187568187713623
8104,5,7,12,5,0.9812996983528137,7,0.9998145699501038,12,0.9811177253723145
8105,5,5,10,5,0.9915565252304077,5,0.9422037601470947,10,0.9342498183250427
8106,5,9,14,5,0.9999662637710571,9,0.998458981513977,14,0.998425304889679
8107,6,1,7,6,0.9998981952667236,1,0.9989411234855652,7,0.9988394379615784
8108,1,9,10,1,0.9997619986534119,9,0.9993200302124023,10,0.9990822076797485
8109,0,2,2,0,0.9999438524246216,2,0.9986585378646851,2,0.9986024498939514
8110,5,5,10,5,0.9997274279594421,5,0.9995779395103455,10,0.9993054866790771
8111,4,8,12,4,0.9943055510520935,8,0.9986302852630615,12,0.9929436445236206
8112,7,1,8,7,0.9999243021011353,1,0.9984254837036133,8,0.9983499050140381
8113,6,1,7,6,0.9814677834510803,1,0.999760091304779,7,0.9812323451042175
8114,7,9,16,7,0.9997205138206482,9,0.9808839559555054,16,0.9806098937988281
8115,8,7,15,8,0.9897264838218689,7,0.9999279975891113,15,0.9896551966667175
8116,4,8,12,4,0.9997634291648865,8,0.9997338652610779,12,0.9994973540306091
8119,9,8,17,9,0.998554527759552,8,0.993976354598999,17,0.9925395846366882
8120,6,4,10,6,0.9895148277282715,4,0.9844195246696472,10,0.9740979075431824
8121,9,8,17,9,0.9995269775390625,8,0.9998972415924072,17,0.9994242787361145
8122,0,6,6,0,0.9874179363250732,6,0.9999754428863525,6,0.9873936772346497
8123,1,0,1,1,0.9985116124153137,0,0.9999969005584717,1,0.9985085129737854
8124,5,8,13,5,0.930101752281189,8,0.9999982118606567,13,0.9301000833511353
8125,9,7,16,9,0.9998030066490173,7,0.9996726512908936,16,0.9994757175445557
8126,7,9,16,7,0.9992105960845947,9,0.9699777364730835,16,0.9692120552062988
8127,2,0,2,2,0.9999608993530273,0,0.9999985694885254,2,0.9999594688415527
8128,9,6,15,9,0.5782037377357483,6,0.9978106617927551,15,0.5769378542900085
8129,2,8,10,2,0.9976062774658203,8,0.9998406171798706,10,0.9974472522735596
8130,0,0,0,0,0.9965227842330933,0,0.9996160268783569,0,0.9961401224136353
8131,0,0,0,0,0.9982331991195679,0,0.9999982118606567,0,0.9982314109802246
8132,9,3,12,9,0.9996495246887207,3,0.9995360374450684,12,0.9991857409477234
8133,1,3,4,1,0.9999089241027832,3,0.9119603633880615,4,0.9118773341178894
8134,0,2,2,0,0.9973853230476379,2,0.9998551607131958,2,0.9972408413887024
8135,4,7,11,4,0.537431538105011,7,0.9895812273025513,11,0.5320268869400024
8136,6,2,8,6,0.9999960660934448,2,0.9998088479042053,8,0.9998049139976501
8137,0,1,1,0,0.9999972581863403,1,0.9997598528862,1,0.9997571110725403
8138,8,8,16,8,0.9886786341667175,8,0.9999794960021973,16,0.9886583685874939
8139,7,5,12,7,0.9666031002998352,5,0.9997518658638,12,0.966363251209259
8140,7,5,12,7,0.9991501569747925,5,0.9987995624542236,12,0.9979507327079773
8141,8,3,11,8,0.9867201447486877,3,0.9976044297218323,11,0.9843565225601196
8142,7,9,16,7,0.4319486618041992,9,0.9995115995407104,16,0.43183931708335876
8143,5,4,9,5,0.9836812019348145,4,0.9016999006271362,9,0.8869853019714355
8144,6,3,9,6,0.9999920129776001,3,0.9998480081558228,9,0.9998400211334229
8145,6,6,12,6,0.9998911619186401,6,0.9989946484565735,12,0.9988859295845032
8146,1,2,3,1,0.9999336004257202,2,0.9999681711196899,3,0.9999017715454102
8147,3,9,12,3,1.0,9,0.9997881054878235,12,0.9997881054878235
8148,4,8,12,4,0.9966338276863098,8,0.9811695218086243,12,0.9778675436973572
8149,4,0,4,4,0.9664950966835022,0,0.9999895095825195,4,0.9664849638938904
8150,4,1,5,4,0.9999480247497559,1,0.9998769760131836,5,0.9998250007629395
8151,6,9,15,6,0.9999305009841919,9,0.9987921118736267,15,0.9987226724624634
8152,1,5,6,1,0.9988481998443604,5,0.9911875128746033,6,0.9900458455085754
8153,2,3,5,2,0.9954089522361755,3,0.9518826603889465,5,0.9475144743919373
8154,8,0,8,8,0.999495267868042,0,0.9999978542327881,8,0.9994931221008301
8155,8,2,10,8,0.9997623562812805,2,0.9995999932289124,10,0.9993624687194824
8156,6,0,6,6,0.9999980926513672,0,0.9800077080726624,6,0.9800058603286743
8157,7,2,9,7,0.8985772132873535,2,0.9998025298118591,9,0.898399829864502
8158,6,1,7,6,0.9995879530906677,1,0.9994939565658569,7,0.999082088470459
8159,1,9,10,1,0.9999772310256958,9,0.9942091703414917,10,0.994186520576477
8160,3,7,10,3,0.9998781681060791,7,0.9972236156463623,10,0.9971021413803101
8161,5,5,10,5,0.9922115802764893,5,0.9999951124191284,10,0.9922067523002625
8162,3,4,7,3,0.9999994039535522,4,0.9999706745147705,7,0.9999700784683228
8163,3,5,8,3,0.9999879598617554,5,0.9976576566696167,8,0.9976456165313721
8164,4,6,10,4,0.9938830137252808,6,0.39321205019950867,10,0.3908314108848572
8165,1,9,10,1,0.9999167919158936,9,0.9847291111946106,10,0.9846471548080444
8166,6,7,13,6,0.9997618794441223,7,0.9978347420692444,13,0.9975971579551697
8167,2,5,7,2,0.9364764094352722,5,0.9905864596366882,7,0.9276613593101501
8168,2,6,8,2,0.999002993106842,6,0.9999996423721313,8,0.9990026354789734
8169,9,9,18,9,0.9899770617485046,9,0.9999936819076538,18,0.9899708032608032
8170,4,3,7,4,0.9999592304229736,3,0.9875664710998535,7,0.9875262379646301
8171,3,8,11,3,0.9990561604499817,8,0.9397860169410706,11,0.938899040222168
8172,0,7,7,0,0.9999479055404663,7,0.9999946355819702,7,0.9999425411224365
8173,0,7,7,0,0.9999624490737915,7,0.9999985694885254,7,0.9999610185623169
8174,5,9,14,5,0.8786160945892334,9,0.9985052347183228,14,0.8773027658462524
8175,8,1,9,8,0.9998044371604919,1,0.9997745156288147,9,0.9995790123939514
8176,0,7,7,0,0.9998805522918701,7,0.999924898147583,7,0.9998054504394531
8177,0,4,4,0,0.9773685932159424,4,0.9978328347206116,4,0.9752504825592041
8178,4,9,13,4,0.9920631051063538,9,0.9838367104530334,13,0.9760289788246155
8179,3,3,6,3,0.9997590184211731,3,0.9964792132377625,6,0.9962390661239624
8180,4,0,4,4,0.9999368190765381,0,0.9989123344421387,4,0.9988492131233215
8181,7,5,12,7,0.9999409914016724,5,0.999711811542511,12,0.9996528029441833
8183,0,9,9,0,0.9999892711639404,9,0.9993019104003906,9,0.999291181564331
8184,4,2,6,4,0.9849091172218323,2,0.9810096025466919,6,0.9662052989006042
8185,8,9,17,8,0.9991344809532166,9,0.9892873764038086,17,0.9884311556816101
8187,5,3,8,5,0.9917045831680298,3,0.9999972581863403,8,0.9917018413543701
8188,0,0,0,0,0.9999959468841553,0,0.9999997615814209,0,0.9999957084655762
8189,9,7,16,9,0.9999568462371826,7,0.9857695698738098,16,0.9857270121574402
8190,7,5,12,7,0.9999843835830688,5,0.7171526551246643,12,0.7171419858932495
8191,0,1,1,0,0.90309077501297,1,0.9997785687446594,1,0.9028908014297485
8192,3,8,11,3,0.9999547004699707,8,0.9997163414955139,11,0.9996710419654846
8193,3,2,5,3,0.998921275138855,2,0.9994704127311707,5,0.9983922839164734
